Link,Price,OwnershipType:,Property Type:,Bedrooms:,Bathrooms:,Half Bathrooms:,Access Type:,Amenities Nearby:,Built in:,Community Features:,Features:,Floor Space (approx):,Landscape Features:,Lot Depth:,Lot Frontage:,Zoning:,Sewer:,Parking Type:,Number_Parking_Spaces,Bathroom,Bedroom,Primary Bedroom,Recreation Room,Dining,Kitchen,Family,Living,Communication Type:,Fence Type:,Structure Type:,Utility Type:,Sun Room,Foyer,Utility,Laundry,Exercise,Pantry,Mudroom,Great Room,Pool Type:,Acres Range:,Architectural Style:,Basement:,Construction Materials:,Cooling:,Driveway Parking:,Exterior Features:,Heating:,Interior Features:,Laundry Features:,Lot Features:,Other Structures:,Parking Features:,Road Frontage Type:,Roof:,Security Features:,Utilities:,View:,Water Source:,Water Treatment:,Waterfront Features:,Irregular:,Lot Size:,2nd Bedroom,3rd Bedroom,Condo Fees:,MaintenanceFee Type:,Storage Type:,Fireplace Features:,Office,Den,Other,Workshop,Fencing:,Window Features:,Annual Tax Amount:,Drive:,Family Room:,Fronting On (NSEW):,Occupancy:,Pool:,Sewers:,Style:,Water:,Road Surface Type:,Storage,Eat-in Kitchen,Association Amenities:,Pool Features:,Dinette,Accessibility Features:,4th Bedroom,Common Elements Included:,Parking Included:,Water Included:,Approx Age:,Pets Permitted:,UFFI:,Parking/Drive:,Sitting,Games,Media Room,Surface Water:,5th Bedroom,Air Conditioning:,Survey:,Breakfast,Approx Square Footage:,Furnace,Flooring:,Loft,Docking Type:,Library,Business Type:,Acreage:,Playroom,Appliances Included:,Acreage Info:,Attachment Style:,Basement Development:,District:,Driveway:,Exterior Finish:,Foundation:,Geocode Source:,Heating Cooling:,Hot Water Tank Type:,Major Area:,Outdoor Features:,Property SubTypes:,PropertyType:,Rental Equipment:,Sewer Availability:,Showings:,Side Of Road:,SiteInfluences:,Sub District:,Tax Year:,Title:,Type Of Dwelling:,Water Availability:,Heating Fuel:,Soil Type:,Porch,Shore line:,Attic,View Type:,Area Influences:
https://www.royallepage.ca/en/property/ontario/london/2446-evans-boulevard/20124541/mls40454107/,"$849,900",,,4,3+1,,,,2011,,,2122.77 Square Feet,,97 Feet,42.00 Feet,R1-3(7),Sewer (Municipal),,,2nd Level,2nd Level4.01 X 3.07,2nd Level5.16 X 3.68,"Other level
                
            
        
        
            
                :Lower7.06 X 6.55",Main Level4.39 X 3.15,Main Level4.42 X 3.05,,Main Level6.15 X 4.39,,,,,,Main Level2.51 X 1.73,,2nd Level2.21 X 1.98,,,,,,< 0.5,Two Story,"Full, Partially Finished, Sump Pump","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,Landscaped,"Forced Air, Natural Gas","Auto Garage Door Remote(s), Built-In Appliances",Upper Level,"Urban, Highway Access, Hospital, Landscaped, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby",,"Attached Garage, Garage Door Opener",,Shingle,,,,Municipal,,,,,,,,,,,,,2nd Level4.14 X 4.22Note:Bonus Room,,,Window Coverings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1634-chelton-pl/20121269/mlsx6666004/,"$849,000",Freehold,Single Family,4+1,4,,,,,,,,,,,,,Attached garage,6,Main LevelMeasurements not available,,2nd Level5.49 m x 4.45 m18.01 ft x 14.60 ft,Basement Level8.00 m x 7.00 m26.25 ft x 22.97 ft,Main Level3.35 m x 3.35 m10.99 ft x 10.99 ft,Main Level3.51 m x 3.35 m11.52 ft x 10.99 ft,Main Level4.72 m x 3.58 m15.49 ft x 11.75 ft,Main Level3.35 m x 3.35 m10.99 ft x 10.99 ft,,,,,,,,Main Level2.44 m x 3.00 m8.01 ft x 9.84 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,51.84 x 121.74 FT,2nd Level4.06 m x 3.35 m13.32 ft x 10.99 ft,2nd Level3.35 m x 3.28 m10.99 ft x 10.76 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,2nd Level3.35 m x 3.35 m10.99 ft x 10.99 ft,,,,,,,,,,,,Basement Level3.35 m x 3.78 m10.99 ft x 12.40 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/47-augusta-cres/20120950/mlsx6666722/,"$499,900",Freehold,Single Family,3+1,2,,,"Park, Public Transit, Schools",,Community Centre,,,,,,,,,2,Main LevelMeasurements not available,Basement Level15.00 m x 12.00 m49.21 ft x 39.37 ft,2nd Level12.00 m x 11.00 m39.37 ft x 36.09 ft,,,Main Level11.00 m x 15.00 m36.09 ft x 49.21 ft,,Main Level16.00 m x 13.00 m52.49 ft x 42.65 ft,,,,"Hydro - Installed, Sewer - Installed, Cable - Available, Natural Gas - Installed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,29.99 x 110 FT,2nd Level13.00 m x 5.00 m42.65 ft x 16.40 ft,2nd Level10.00 m x 10.00 m32.81 ft x 32.81 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/47-augusta-crescent/20120864/mls40454603/,"$499,900",Freehold,Single Family,3,2,1,,"Playground, Public Transit, Schools, Shopping",1975,Community Centre,,1140,,110.0 Feet,30.0 Feet,R1,Municipal sewage system,,2,Main LevelMeasurements not available,2nd Level13'5'' x 9'0'',2nd Level12'2'' x 11'9'',Lower Level15'0'' x 12'0'',,Main Level11' x 15'0'',,Main Level16'0'' x 13'2'',,,,,,,,Basement LevelMeasurements not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/2703-bradley-avenue/20120506/mls40454000/,"$12,500,000",,,,,,,,,,,,,,,A,Septic Tank,,,,,,,,,,,,,,,,,,,,,,,,25-49.99,,,,,,,,High Speed Internet,,"Rural, Rectangular, Airport, Ample Parking, Campground, Near Golf Course, High Traffic Area, Highway Access, Hospital, Industrial Mall, Industrial Park, Landscaped, Major Highway, Place of Worship, School Bus Route, Schools, Tiled/Drainage","Second Garage, Shed(s), Workshop",,"Municipal Road, Public Road, Year Round Road",,,"Cell Service, Electricity Connected, Fibre Optics, Garbage/Sanitary Collection, Natural Gas Connected, Recycling Pickup, Phone Available, Yes",Pool,"Drilled Well, Well",,,,,,,,,,,,,,,Fence - Partial,,,,,,,,,,,Paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loam,,,,,
https://www.royallepage.ca/en/property/ontario/london/2246-ladyslipper-crescent/20115197/mls40453369/,"$1,325,000",,,4,3+0,,,,2008,,,2606.89 Square Feet,,121.98 Feet,55.84 Feet,R1-5,Sewer (Municipal),,,Main Level,Main Level4.57 X 3.40,Main Level5.11 X 4.06,,,,,,,,,,,,,Main Level3.07 X 1.73,,,,Main Level5.66 X 5.41,,< 0.5,Bungaloft,"Full, Unfinished, Sump Pump","Brick, Other",Central Air,Private Drive Double Wide,Landscaped,"Forced Air, Natural Gas",Central Vacuum,"Main Level, Sink","Urban, Pie Shaped Lot, Near Golf Course, Greenbelt, Highway Access, Landscaped, Park, Playground Nearby, Public Transit, Quiet Area, Rec./Community Centre, Schools, Shopping Nearby, Trails",,"Attached Garage, Paver Block",,Shingle,,,,Municipal,,,,,,,,,,Gas,,,Basement Level3.68 X 2.01Note:Cold Room,,Full,,,,,,,,,,,,,Main Level7.26 X 4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/201-edinburgh-street/20123418/mls40454561/,"$1,288,888",,,9,,,,,,,,2874 Square Feet,,125 Feet,50.00 Feet,R2-2,Sewer (Municipal),,,,,,,,,,,,,,,,,,,,,,,,< 0.5,,"Full, Finished","Hardboard, Stone, Stucco",Central Air,Private Drive Double Wide,"Balcony, Landscaped, Lighting, Privacy, Seasonal Living","Forced Air, Natural Gas","Auto Garage Door Remote(s), Built-In Appliances","In-Suite, Laundry Room, Multiple Locations","Urban, Rectangular, Paved, Airport, City Lot, Hospital, Landscaped, Library, Park, Place of Worship, Playground Nearby, Public Transit, Regional Mall, Schools, Shopping Nearby, Trails",,"Attached Garage, Exclusive",,Asphalt Shing,"Carbon Monoxide Detector(s), Smoke Detector(s)",,Trees/Woods,Municipal-Metered,None,,,,,,,,,Gas,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/469-elizabeth-st/20114309/mlsx6663638/,"$1,219,000",,Single Family,8,4,,,"Hospital, Public Transit",,School Bus,,,,,,,,,8,,Main Level3.34 m x 3.05 m10.96 ft x 10.01 ft,,,,Main Level3.82 m x 3.04 m12.53 ft x 9.97 ft,,Main Level5.32 m x 4.39 m17.45 ft x 14.40 ft,,,,"Cable - Available, Sewer - Installed, Natural Gas - Installed, Hydro - Installed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,80 x 110 FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/3976-big-leaf-trail/20120464/mls40454480/,"$1,100,000",,,4,3+1,,,,,,,2450 Square Feet,,115.13 Feet,40.10 Feet,R1-4,Sewer (Municipal),,,Main Level,2nd Level3.07 X 3.81,2nd Level4.11 X 5.03,,Main Level2.79 X 4.85,Main Level4.47 X 5.18,,,,,,,,,,,,,,Main Level4.32 X 4.85,,< 0.5,Two Story,"Separate Entrance, Full, Unfinished","Aluminum Siding, Brick, Vinyl Siding",Central Air,Private Drive Double Wide,Backs on Greenbelt,Forced Air,"Central Vacuum, In-law Capability",Upper Level,"Urban, Business Centre, Highway Access, Park, Place of Worship, Playground Nearby, Quiet Area, Ravine, School Bus Route, Schools, Shopping Nearby, Skiing, Trails",,Attached Garage,,Asphalt Shing,,"At Lot Line-Gas, At Lot Line-Hydro, At Lot Line-Municipal Water, Cable Connected",Forest,Municipal-Metered,,,,,,,,,,,,,2nd Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/3923-big-leaf-trail/20120303/mls40454489/,"$999,900",,,4,3+1,,,,,,,2450 Square Feet,,115.13 Feet,40.10 Feet,R1-3,Sewer (Municipal),,,2nd Level,2nd Level3.07 X 4.27,2nd Level4.11 X 5.03,,Main Level2.79 X 4.85,Main Level4.47 X 5.18,,,,,,,,,,,,,,Main Level4.32 X 4.85,,< 0.5,Two Story,"Full, Unfinished","Aluminum Siding, Brick, Vinyl Siding",Central Air,Private Drive Double Wide,Backs on Greenbelt,Forced Air,In-law Capability,Upper Level,"Urban, Business Centre, Greenbelt, Park, Place of Worship, Playground Nearby, Public Parking, Public Transit, Quiet Area, Ravine, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby, Skiing, Trails",,Attached Garage,,Asphalt Shing,,,,"Municipal, Municipal-Metered",,,,,,,,,,,,,2nd Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/2916-lemieux-walk/20120321/mls40454367/,"$994,900",,,4,2+0,,,,2022,,,2243 Square Feet,,119.49 Feet,39.70 Feet,R1-3(22),Sewer (Municipal),,,2nd Level,2nd Level4.29 X 3.71,2nd Level4.88 X 4.01,,Main Level4.39 X 3.81,Main Level5.00 X 4.09,,Main Level5.00 X 3.81,,,,,,,,2nd Level1.83 X 0.91,,,,,,< 0.5,Two Story,"Development Potential, Full, Unfinished, Sump Pump","Brick, Concrete, Stone, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,,"Forced Air, Natural Gas",,Upper Level,"Urban, Irregular Lot, Place of Worship, Playground Nearby, School Bus Route, Schools, Shopping Nearby",None,Attached Garage,Municipal Road,Fiberglass,"Carbon Monoxide Detector, Smoke Detector, Carbon Monoxide Detector(s), Smoke Detector(s)","Electricity Connected, Fibre Optics, High Speed Internet Avail, Natural Gas Connected, Street Lights, Underground Utilities",,Municipal-Metered,,,,,,,,,,Electric,,,2nd Level,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/700-702-dundas-street/20115156/mls40454202/,"$849,900",,,0,,,,,,,,,,144.26 Feet,37.14 Feet,BDC 17,Sewer (Municipal),,,,,,,,,,,,,,,,,,,,,,,,,,"Development Potential, Full, Unfinished",Brick,None,,,None,,None,"High Traffic Area, Library, Park, Playground Nearby, Public Parking, Public Transit, Rec./Community Centre, Schools, Shopping Nearby",,Pay,,,None,"Electricity Connected, Natural Gas Connected, Street Lights",,Municipal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accessible Public Transit Nearby,,,,,,,,,,,,,,,,,,,"Carpet, Concrete, Wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/37-3399-castle-rock-place/20116041/mls40453345/,"$619,900",,,3,2+1,,,,2016,,,1401 Square Feet,,,0.00 Feet,H-137 R5-4/R6-5,Sewer (Municipal),,3,Main Level,"Other level
                
            
        
        
            
                :Upper2.92 X 3.43",3rd Level4.04 X 5.05,,,,"Other level
                
            
        
        
            
                :Lower5.64 X 3.96",2nd Level2.44 X 5.49,,,,,,Main Level1.35 X 4.88,,3rd Level1.60 X 0.91,,,,,,< 0.5,Split Level,"Full, Finished","Aluminum Siding, Brick",Central Air,"Lane/Alley Parking, Visitor Parking",Landscaped,Forced Air,Auto Garage Door Remote(s),Laundry Closet,"Urban, Park, School Bus Route, Shopping Nearby",,"Attached Garage, Garage Door Opener",,Asphalt Shing,Smoke Detector(s),"Cable Connected, Electricity Connected, Street Lights",,Municipal,,,,,,,,,,,,,2nd Level3.48 X 5.89Note:Kitchen/Dining Room,,,Window Coverings,,,,,,,,,,,Basement Level4.88 X 2.44,,Parking,,,Open Floor Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/142-hale-street/20116117/mls40454285/,"$589,900",,,3,2+0,,,,1948,,,1550 Square Feet,,206 Feet,32.00 Feet,R1-6,Sewer (Municipal),,,Main Level,Main Level2.90 X 3.02,,"Other level
                
            
        
        
            
                :Lower6.45 X 6.17",Main Level3.71 X 2.72,Main Level4.57 X 3.68,,Main Level4.47 X 4.27,,,,,,,,"Other level
                
            
        
        
            
                :Lower",,,,,,< 0.5,Bungalow,"Partial, Finished, Sump Pump",Vinyl Siding,Central Air,Private Drive Double Wide,Landscaped,"Forced Air, Natural Gas","High Speed Internet, Auto Garage Door Remote(s)",Lower Level,"Urban, Irregular Lot, High Traffic Area, Landscaped, Park, Schools, Shopping Nearby",Shed(s),"Detached Garage, Mutual/Shared, Heated",,Shingle,,"Cable Connected, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Phone Connected",Trees/Woods,"Municipal, Municipal-Metered",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Main Level6.12 X 2.24,,,,
https://www.royallepage.ca/en/property/ontario/london/65-dillabough-street/20114607/mls40454076/,"$499,900",,,2,2+0,,,,1964,,,726 Square Feet,,98.5 Feet,35.00 Feet,R2-2,Sewer (Municipal),,,"Other level
                
            
        
        
            
                :Lower",Main Level4.52 X 3.15,,,,Main Level4.01 X 3.35,,"Other level
                
            
        
        
            
                :Lower5.44 X 3.56",,,,,,,,,,,,,,< 0.5,Bungalow,"Walk-Up Access, Full, Finished",Brick,None,Private Drive Single Wide,,Forced Air,,Shared,"Urban, Cul-De-Sac, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby",,"Detached Garage, Gravel",,Shingle,Smoke Detector(s),,,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/41-3200-singleton-ave-s/20113993/mlsx6664206/,"$369,900",Condominium/Strata,Single Family,1,1,,,,,,Balcony,,,,,,,,1,Main LevelMeasurements not available,,Main Level3.66 m x 3.05 m12.01 ft x 10.01 ft,,Main Level2.49 m x 3.45 m8.17 ft x 11.32 ft,Main LevelMeasurements not available x 3 m,,Main Level4.32 m x 2.97 m14.17 ft x 9.74 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$130 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/41-3200-singleton-avenue/20114357/mls40453370/,"$369,900",,,1,1+0,,,,2017,,,753 Square Feet,,,0.00 Feet,Residential,Sewer (Municipal),,,Main Level,Main Level3.66 X 3.05,,,Main Level2.49 X 3.45,Main Level1.83 X 3.48,,Main Level4.32 X 2.97,,,,,,,,,,,,,,,1 Storey/Apt,Sump Pump,"Brick, Brick Front, Shingle Siding, Vinyl Siding",Central Air,"Outside/Surface/Open, Visitor Parking",,Forced Air,,"In-Suite, Inside","Urban, Park, Playground Nearby, Public Parking, Public Transit, Shopping Nearby",,,,Asphalt Shing,,,,Municipal-Metered,,,,,,,$130,,,,,,,,,Window Coverings,,,,,,,,,,,,,Parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/745-749-hamilton-road/20111853/mls40453219/,"$1,440,000",,,8,,,,,1930,,,2800 Square Feet,,140 Feet,21.00 Feet,AC 4-5,Sewer (Municipal),,,,,,,,,,,,,,,,,,,,,,,,< 0.5,,"Full, Unfinished","Aluminum Siding, Block, Other",None,Private Drive Double Wide,,"Electric, Forced Air, Natural Gas",Sauna,In Area,"Urban, Airport, Dog Park, Place of Worship, Playground Nearby, Public Transit, School Bus Route, Shopping Nearby",Workshop,"Detached Garage, Other",,"Asphalt Shing, Tar/Gravel",None,,City,Municipal-Metered,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/911-holtby-court/20107315/mls40448864/,"$1,039,000",,,4,2+1,,,,2018,,,2543 Square Feet,,,35.96 Feet,R1-3(4),Sewer (Municipal),,,Main Level,2nd Level3.73 X 3.61,2nd Level5.61 X 4.32,,Main Level4.17 X 3.48,Main Level4.44 X 3.76,,Main Level5.31 X 4.14,,,,,,,,2nd Level2.29 X 2.18,,,,,,< 0.5,Two Story,"Full, Unfinished, Sump Pump","Brick, Stone, Vinyl Siding",Central Air,Private Drive Double Wide,Landscaped,"Forced Air, Natural Gas",Rough-in Bath,"Laundry Room, Upper Level","Urban, Cul-De-Sac, Landscaped, Park, Place of Worship, Playground Nearby, Schools, Shopping Nearby, Trails",,"Attached Garage, Concrete",,Shingle,,,,Municipal,,,,,,,,,,Gas,,,Main Level3.76 X 2.24Note:Breakfast Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/691-william-street/20115086/mls40453426/,"$999,000",,,5,,,,,2020,,,2484 Square Feet,,170.62 Feet,50.08 Feet,R2-2,Sewer (Municipal),,,,,,,,,,,,,,,,,,,,,,,,< 0.5,,"Development Potential, Full, Unfinished, Sump Pump",Aluminum Siding,Central Air,Outside/Surface/Open,Privacy,"Forced Air, Natural Gas","High Speed Internet, In-Law Floorplan, Rough-in Bath",In-Suite,"Urban, Rectangular, City Lot, Library, Park, Place of Worship, Public Parking, Public Transit, Schools",Shed(s),,None,Asphalt Shing,None,"Cable Connected, Electricity Connected, Garbage/Sanitary Collection",,"Municipal-Metered, Sandpoint Well",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/850-cresthaven-crescent/20111755/mls40453446/,"$825,000",,,4,3+1,,,,2002,,,1709 Square Feet,,101.26 Feet,40.68 Feet,SFR,Sewer (Municipal),,6,Main Level,2nd Level3.40 X 3.05,2nd Level4.72 X 4.11,"Other level
                
            
        
        
            
                :Lower6.10 X 3.66",Main Level3.66 X 2.77,Main Level3.66 X 2.62,,Main Level6.86 X 3.81,,,,,,,,,,,,,,< 0.5,Two Story,"Full, Finished, Sump Pump","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,,"Fireplace-Gas, Natural Gas",Built-In Appliances,,"Urban, Landscaped, Playground Nearby, Public Transit, Shopping Nearby",,"Attached Garage, Asphalt","Private Road, Public Road",Shingle,Alarm System,"Cable Connected, Cell Service, Natural Gas Connected, Street Lights, Phone Connected",,Municipal,,,,,,,,,,"Insert, Gas",,,,,,,,,,,,,,,,Paved,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/450-charlotte-street/20115141/mls40454128/,"$649,900",,,4,,,,,1940,,,1387 Square Feet,,146.83 Feet,35.99 Feet,R2-2,Sewer (Municipal),,3,,,,,,,,,,,,,,,,,,,,,,< 0.5,,"Partial, Unfinished",Vinyl Siding,"Central Air, Ductless",Private Drive Single Wide,Privacy,"Forced Air, Heat Pump",,In-Suite,"Urban, Rectangular, Airport, Business Centre, City Lot, Hospital, Library, Open Spaces, Park, Schools, Shopping Nearby",Shed(s),,,Metal,"Smoke Detector, Carbon Monoxide Detector(s), Smoke Detector(s)","Cable Available, Cell Service, Electricity Connected, High Speed Internet Avail, Phone Available",,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/86-muriel-crescent/20111881/mls40453022/,"$644,900",,,4,2+0,,,,1978,,,1100 Square Feet,,110.29 Feet,45.12 Feet,R1-4,Sewer (Municipal),,,"Other level
                
            
        
        
            
                :Lower",Main Level3.48 X 3.05,Main Level3.66 X 3.58,"Other level
                
            
        
        
            
                :Lower4.34 X 6.83",,,,Main Level3.48 X 5.61,,,,,,Main Level1.52 X 1.52,,"Other level
                
            
        
        
            
                :Lower2.57 X 3.45",,,,,,< 0.5,Bungalow,"Full, Finished",Brick,Central Air,Private Drive Single Wide,,"Forced Air, Natural Gas","High Speed Internet, Other",Inside,"Urban, Highway Access, Playground Nearby, Public Transit, Schools, Shopping Nearby",,Asphalt,Public Road,Shingle,,"Cable Connected, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Natural Gas Connected, Recycling Pickup, Street Lights, Phone Connected",,Municipal,,,,,,,,,,Gas,,,,,Full,,,,,,,,,,,Paved,"Other level
                
            
        
        
            
                :Lower3.48 X 5.61",Main Level2.95 X 4.27,,"In Ground, In Ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/222-giles-street/20108137/mls40453524/,"$629,900",,,3,2+0,,,,1930,,,1096 Square Feet,,106.5 Feet,33.69 Feet,R2-2,Sewer (Municipal),,,Main Level,2nd Level3.53 X 3.17,,,Main Level2.87 X 1.91,Main Level3.71 X 3.48,Main Level4.17 X 2.46,,,,,,,,,,,,,,,< 0.5,1.5 Storey,"Crawl Space, Unfinished",Vinyl Siding,Central Air,Private Drive Single Wide,"Landscaped, Privacy, Year Round Living","Forced Air, Natural Gas","Floor Drains, Upgraded Insulation","Laundry Closet, Main Level","Urban, Dog Park, Near Golf Course, Highway Access, Library, Park, Place of Worship, Playground Nearby, Schools, Shopping Nearby",,Detached Garage,,Fiberglass,"Carbon Monoxide Detector, Smoke Detector, Carbon Monoxide Detector(s), Smoke Detector(s)","Cable Connected, Cell Service, Electricity Connected, Garbage/Sanitary Collection, High Speed Internet Avail, Natural Gas Connected, Phone Connected",,Municipal-Metered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/8-denlaw-road/20111844/mls40453972/,"$523,500",,,3,1+1,,,,1978,,,1126 Square Feet,,119.97 Feet,38.94 Feet,R2-2,Sewer (Municipal),,2,Main Level1.50 X 1.22,2nd Level2.82 X 2.69,2nd Level3.94 X 3.38,Basement Level5.38 X 3.28,Main Level4.27 X 2.90,Main Level2.90 X 2.69,,Main Level5.59 X 3.63,,,,,,,Basement Level5.51 X 4.62,,,,,,,< 0.5,Two Story,"Full, Partially Finished","Brick, Vinyl Siding",Central Air,Private Drive Single Wide,Year Round Living,"Forced Air, Natural Gas","High Speed Internet, Water Meter",In Basement,"Urban, Irregular Lot, Near Golf Course, Hospital, Library, Park, Place of Worship, Playground Nearby, Public Transit, Rec./Community Centre, Regional Mall, Schools, Shopping Nearby, Trails",,"Exclusive, Unassigned",Municipal Road,Shingle,"Smoke Detector, Smoke Detector(s)","Cable Connected, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Natural Gas Connected, Recycling Pickup, Street Lights, Phone Connected, Underground Utilities",,Municipal-Metered,,,,,,,,,,,,,,,Full,,,,,,,,,,,Paved,,,,"Community, Community",,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/65-dillabough-street/20111883/mls40453405/,"$499,900",,,2,,,,,1964,,,726 Square Feet,,98.5 Feet,35.00 Feet,R2-2,Sewer (Municipal),,,,,,,,,,,,,,,,,,,,,,,,< 0.5,,"Walk-Up Access, Full, Finished",Brick,None,Private Drive Single Wide,,Forced Air,,Shared,"Urban, Cul-De-Sac, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby",,"Detached Garage, Gravel",,Shingle,Smoke Detector(s),,,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
