,Link,Price,Bedrooms:,Bathrooms:,Floor Space (approx):,Lot Frontage:,Zoning:,Sewer:,Bathroom,Bedroom,Primary Bedroom,Kitchen,Acres Range:,Architectural Style:,Basement:,Construction Materials:,Cooling:,Driveway Parking:,Heating:,Lot Features:,Roof:,Water Source:,Number_Parking_Spaces
177,https://www.royallepage.ca/en/property/ontario/london/1366-bush-hill-link/20221031/mls40461493/,"$974,900",4,3+1,2156 Square Feet,36.00 Feet,R1-3,Sewer (Municipal),Main Level,2nd Level3.20 X 3.05,2nd Level4.88 X 3.96,Main Level3.35 X 3.71,< 0.5,Two Story,"Development Potential, Full, Unfinished, Sump Pump","Brick, Stucco",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Rectangular, Near Golf Course, Park, Playground Nearby, Public Transit, Schools, Shopping Nearby, Trails",Shingle,Municipal,
178,https://www.royallepage.ca/en/property/ontario/london/1362-bush-hill-link/20221027/mls40461496/,"$874,900",3,2+1,1823 Square Feet,36.00 Feet,R1-3,Sewer (Municipal),Main Level,2nd Level3.28 X 3.66,2nd Level4.19 X 3.96,Main Level3.10 X 2.74,< 0.5,Two Story,"Development Potential, Full, Unfinished, Sump Pump","Brick, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Rectangular, Near Golf Course, Park, Playground Nearby, Public Transit, Schools, Shopping Nearby, Trails",Shingle,Municipal,
179,https://www.royallepage.ca/en/property/ontario/london/18-2621-holbrook-drive/20219964/mls40461460/,"$649,000",3,2+1,1510 Square Feet,18.41 Feet,Resident,Sewer (Municipal),2nd Level,2nd Level3.56 X 2.64,2nd Level5.44 X 3.66,Main Level3.61 X 3.05,< 0.5,Two Story,"Full, Unfinished","Brick Front, Vinyl Siding",Central Air,Private Drive Single Wide,Forced Air,"Urban, Major Highway, Park, Place of Worship, Public Transit",Asphalt Shing,Municipal,
180,https://www.royallepage.ca/en/property/ontario/london/80-112-north-centre-road/20219980/mls40461458/,"$529,900",3,2+2,1482 Square Feet,0.00 Feet,R6-5,Sewer (Municipal),2nd Level,2nd Level3.23 X 4.09,2nd Level4.57 X 3.02,Main Level3.15 X 3.05,,Two Story,"Full, Finished","Brick, Vinyl Siding",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Library, Place of Worship, Playground Nearby, Public Parking, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal,
181,https://www.royallepage.ca/en/property/ontario/london/36-474-southdale-rd-e/20211063/mlsx6701506/,"$518,900",3+3,3,,,,,Main LevelMeasurements not available,Main Level4.55 m x 3.48 m14.93 ft x 11.42 ft,2nd Level4.88 m x 3.35 m16.01 ft x 10.99 ft,Main Level3.35 m x 3.05 m10.99 ft x 10.01 ft,,,,,,,,,,,1.0
182,https://www.royallepage.ca/en/property/ontario/london/116-pitcarnie-road/20209071/mls40459288/,"$1,399,900",4,2+1,3128 Square Feet,129.42 Feet,R1-10,Sewer (Municipal),2nd Level3.94 X 2.95,2nd Level6.50 X 4.17,2nd Level7.47 X 5.77,Main Level5.92 X 3.99,< 0.5,Two Story,"Full, Unfinished",Brick,Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Park, Rec./Community Centre, Schools",Asphalt Shing,Municipal,8.0
183,https://www.royallepage.ca/en/property/ontario/london/60-hartson-road/20214724/mls40461177/,"$1,049,900",4,2+1,1320 Square Feet,123.93 Feet,R1-9,Sewer (Municipal),"Other level
                
            
        
        
            
                :Lower3.12 X 1.98","Other level
                
            
        
        
            
                :Lower4.34 X 2.64",Main Level5.13 X 3.68,Main Level3.94 X 4.70,< 0.5,Bungalow,"Full, Finished","Brick, Vinyl Siding","Central Air, Energy Efficient",Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Pie Shaped Lot, Ample Parking, Dog Park, City Lot, Near Golf Course, Highway Access, Landscaped, Library, Park, Place of Worship, Playground Nearby, Public Transit, Quiet Area, School Bus Route, Schools, Shopping Nearby, Skiing, Trails",Asphalt Shing,Municipal-Metered,7.0
184,https://www.royallepage.ca/en/property/ontario/london/360-northbrae-dr-n/20200355/mlsx6697058/,"$900,000",4+1,4,,,,,,2nd Level5.20 m x 3.60 m17.06 ft x 11.81 ft,,Main Level4.63 m x 4.23 m15.19 ft x 13.88 ft,,,,,,,,,,,6.0
185,https://www.royallepage.ca/en/property/ontario/london/1859-marconi-blvd/20204133/mlsx6698350/,"$724,999",2+2,2,,,,,,,Main Level4.60 m x 3.30 m15.09 ft x 10.83 ft,Main Level4.93 m x 3.15 m16.17 ft x 10.33 ft,,,,,,,,,,,3.0
186,https://www.royallepage.ca/en/property/ontario/london/6881-royal-magnolia-avenue/20210003/mls40460742/,"$699,999",3,2+1,1908 Square Feet,24.00 Feet,R2-1 (17) R4-6 (12),Sewer (Municipal),Main Level,2nd Level3.51 X 3.35,2nd Level3.71 X 5.03,Main Level3.96 X 3.51,< 0.5,Two Story,"Full, Unfinished, Sump Pump","Aluminum Siding, Brick, Stucco",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Rectangular, Major Highway, Schools, Shopping Nearby",Asphalt Shing,Municipal,
187,https://www.royallepage.ca/en/property/ontario/london/146-fennell-crescent/20210081/mls40460704/,"$699,000",4,2+0,1112 Square Feet,44.00 Feet,R1-4,Sewer (Municipal),"Other level
                
            
        
        
            
                :Lower","Other level
                
            
        
        
            
                :Lower3.66 X 2.74",,3rd Level4.88 X 3.05,< 0.5,Backsplit,"Separate Entrance, Full, Finished",Concrete,Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Rectangular, High Traffic Area, Library, Park, Playground Nearby, Public Parking, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
188,https://www.royallepage.ca/en/property/ontario/london/18-adswood-place/20210425/mls40461138/,"$649,900",4,2+0,1000 Square Feet,40.00 Feet,SFR,Sewer (Municipal),3rd Level0.00 X 0.00,2nd Level3.99 X 2.49,2nd Level3.99 X 3.84,,< 0.5,Backsplit,"Full, Partially Finished","Brick, Vinyl Siding",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Rectangular, Cul-De-Sac, Highway Access, Landscaped, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby",Asphalt Shing,Municipal,
189,https://www.royallepage.ca/en/property/ontario/london/31-thorncrest-crescent/20210519/mls40460629/,"$640,000",3,1+0,686 Square Feet,60.00 Feet,R1-8,Sewer (Municipal),Main Level,Main Level2.31 X 3.35,,Main Level2.34 X 2.74,< 0.5,Bungalow,"Separate Entrance, Full, Partially Finished","Brick, Vinyl Siding",Central Air,Private Drive Single Wide,"Fireplace-Gas, Forced Air, Natural Gas","Urban, Hospital, Park, Place of Worship, Playground Nearby, Public Transit, Quiet Area, School Bus Route, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
190,https://www.royallepage.ca/en/property/ontario/london/41-325-lighthouse-rd/20207852/mlsx6700260/,"$570,000",3+1,2,,,,,,,2nd Level4.27 m x 3.70 m14.01 ft x 12.14 ft,Main Level5.09 m x 3.70 m16.70 ft x 12.14 ft,,,,,,,,,,,2.0
191,https://www.royallepage.ca/en/property/ontario/london/783-berkshire-lane/20209090/mls40460925/,"$499,900",3,2+1,1500 Square Feet,,SFR,Sewer (Municipal),2nd Level,2nd Level3.35 X 4.65,2nd Level3.53 X 4.93,,,Two Story,"Development Potential, Full, Unfinished",Brick,Central Air,Covered Parking,Forced Air,"Urban, Rectangular, Business Centre, Dog Park, Near Golf Course, Highway Access, Hospital, Landscaped, Library, Major Highway, Park, Place of Worship, Public Transit, Quiet Area, Regional Mall, Schools, Shopping Nearby, Skiing, Trails",Asphalt Shing,Municipal-Metered,
192,https://www.royallepage.ca/en/property/ontario/london/2601-363-colborne-street/20214743/mls40458858/,"$384,900",2,2+0,1065.95 Square Feet,0.00 Feet,DA2,Sewer (Municipal),Main Level2.11 X 2.16,Main Level3.12 X 3.61,Main Level3.23 X 4.93,Main Level2.41 X 3.38,,1 Storey/Apt,,Concrete,Central Air,Visitor Parking,Forced Air,"Urban, Airport, City Lot, Park, Public Transit, Schools",Flat,Municipal,
193,https://www.royallepage.ca/en/property/ontario/london/118-1447-huron-st/20204811/mlsx6699152/,"$349,000",2,1,,,,,,,Flat/Apartment Level3.54 m x 3.17 m11.61 ft x 10.40 ft,Flat/Apartment Level2.31 m x 2.29 m7.58 ft x 7.51 ft,,,,,,,,,,,1.0
194,https://www.royallepage.ca/en/property/ontario/london/2369-torrey-pines-way/20205250/mls40460618/,"$1,588,000",6,3+1,3067 Square Feet,58.23 Feet,R1-5,Sewer (Municipal),2nd Level,2nd Level3.96 X 3.38,2nd Level5.03 X 4.42,Main Level6.71 X 4.27,< 0.5,Two Story,"Walk-Out Access, Full, Finished","Brick, Stone, Stucco",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Landscaped, Library, Park, Quiet Area, Rec./Community Centre, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
195,https://www.royallepage.ca/en/property/ontario/london/2917-petty-road/20202052/mls40459782/,"$1,149,990",5,3+1,2540 Square Feet,40.35 Feet,R1-3(21),Sewer (Municipal),"Other level
                
            
        
        
            
                :Lower",2nd Level3.35 X 3.91,2nd Level4.52 X 5.11,,< 0.5,Two Story,"Separate Entrance, Full, Finished, Sump Pump","Brick, Vinyl Siding","Central Air, Energy Efficient",Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Irregular Lot, Highway Access, Hospital, Library, Park, Place of Worship, Playground Nearby, Public Transit, Rec./Community Centre, Schools, Shopping Nearby, Skiing, Trails",Asphalt Shing,Municipal,
196,https://www.royallepage.ca/en/property/ontario/london/786-whitehaven-crescent/20205153/mls40460683/,"$1,149,888",5,3+1,2416 Square Feet,60.20 Feet,SFR,Sewer (Municipal),2nd Level,2nd Level4.17 X 3.28,2nd Level6.05 X 3.66,Main Level4.39 X 3.33,< 0.5,Two Story,"Full, Finished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Pie Shaped Lot, Playground Nearby, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
197,https://www.royallepage.ca/en/property/ontario/london/119-marconi-crt/20194909/mlsx6694570/,"$1,049,000",4,4,,,,,,,2nd Level4.50 m x 4.51 m14.76 ft x 14.80 ft,Main Level3.93 m x 4.48 m12.89 ft x 14.70 ft,,,,,,,,,,,4.0
198,https://www.royallepage.ca/en/property/ontario/london/84-knott-dr/20198601/mlsx6696366/,"$899,000",4,3,,,,,,2nd Level4.35 m x 3.68 m14.27 ft x 12.07 ft,2nd Level4.05 m x 4.05 m13.29 ft x 13.29 ft,Main Level4.08 m x 2.92 m13.39 ft x 9.58 ft,,,,,,,,,,,5.0
199,https://www.royallepage.ca/en/property/ontario/london/1182-silverfox-drive/20200692/mls40460185/,"$869,900",5,3+1,1848 Square Feet,36.00 Feet,R1-13,Sewer (Municipal),Main Level,2nd Level4.17 X 3.63,2nd Level4.93 X 3.96,Main Level6.50 X 3.40,< 0.5,Two Story,"Separate Entrance, Full, Finished, Sump Pump","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Hospital, Landscaped, Park, Playground Nearby, Schools, Shopping Nearby, Trails",Asphalt Shing,Municipal,4.0
200,https://www.royallepage.ca/en/property/ontario/london/42-essex-street/20201790/mls40460453/,"$849,900",5,2+0,1600 Square Feet,36.12 Feet,R3-2(1),Sewer (Municipal),2nd Level,2nd Level2.92 X 3.96,Main Level3.81 X 3.96,Main Level2.74 X 3.35,< 0.5,Two Story,"Crawl Space, Unfinished",Vinyl Siding,Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Irregular Lot, Park, Public Transit",Asphalt Shing,Municipal,4.0
201,https://www.royallepage.ca/en/property/ontario/london/1185-sandbar-st/20198570/mlsx6212640/,"$799,000",3,3,,,,,Main LevelMeasurements not available,2nd Level4.26 m x 3.81 m13.98 ft x 12.50 ft,,Main Level2.59 m x 2.59 m8.50 ft x 8.50 ft,,,,,,,,,,,5.0
202,https://www.royallepage.ca/en/property/ontario/london/1859-marconi-boulevard/20210025/mls40461007/,"$724,999",4,2+0,1300 Square Feet,31.15 Feet,R2-3(1),Sewer (Municipal),Main Level,Basement Level4.04 X 2.95,Main Level4.57 X 3.25,Main Level4.93 X 3.12,< 0.5,Bungalow Raised,"Full, Finished",Brick,Central Air,Private Drive Single Wide,Natural Gas,"Urban, Irregular Lot, Highway Access, Park, Rec./Community Centre, Shopping Nearby",Asphalt Shing,Municipal-Metered,3.0
203,https://www.royallepage.ca/en/property/ontario/london/75-woodward-avenue/20202055/mls40460509/,"$698,888",4,,921.03 Square Feet,37.00 Feet,R2-2,Sewer (Municipal),,,,,< 0.5,,"Separate Entrance, Full, Finished","Brick, Vinyl Siding",,"Outside/Surface/Open, Private Drive Single Wide","Baseboard, Electric, Fireplace-Gas, Natural Gas","Urban, Airport, Arts Centre, City Lot, Highway Access, Hospital, Library, Park, Place of Worship, Playground Nearby, Public Transit, Rec./Community Centre, Shopping Nearby, Trails",Asphalt Shing,Municipal-Metered,
204,https://www.royallepage.ca/en/property/ontario/london/201-hamilton-rd/20194905/mlsx6694468/,"$649,900",,,1000.00 Square Feet,,,,,,,,,,,,,,,,,,
205,https://www.royallepage.ca/en/property/ontario/london/671-675-dundas-st-e/20195141/mlsx6695038/,"$589,000",,,,,,,,,,,,,,,,,,,,,
206,https://www.royallepage.ca/en/property/ontario/london/309-573-mornington-avenue/20201780/mls40459196/,"$244,900",1,1+0,622 Square Feet,,R9-1,Sewer (Municipal),Main Level1.52 X 2.13,Main Level3.91 X 3.05,,Main Level2.13 X 2.74,,1 Storey/Apt,,Cement Siding,,Outside/Surface/Open,"Baseboard, Gas Hot Water","Urban, City Lot, Park, Place of Worship, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby",Tar/Gravel,Municipal,
207,https://www.royallepage.ca/en/property/ontario/london/40-sir-robert-place/20198543/mls40459965/,"$3,580,000",5,3+1,6150 Square Feet,115.00 Feet,UR1,Septic Approved,"Other level
                
            
        
        
            
                :Lower",2nd Level4.44 X 5.74,2nd Level5.21 X 6.25,Main Level7.52 X 6.71,,Two Story,"Full, Finished, Sump Pump","Brick, Stucco",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Pie Shaped Lot, Cul-De-Sac, Near Golf Course, Greenbelt, Landscaped, Park, Place of Worship, Playground Nearby, Ravine, School Bus Route, Schools, Shopping Nearby, Trails","Asphalt Shing, Membrane",Municipal,18.0
208,https://www.royallepage.ca/en/property/ontario/london/1656-brayford-avenue/20194226/mls40459582/,"$1,485,000",5,3+1,2584 Square Feet,48.37 Feet,R1-4,Sewer (Municipal),"Other level
                
            
        
        
            
                :Lower2.57 X 2.01",2nd Level4.01 X 4.14,2nd Level5.64 X 4.42,Main Level7.32 X 4.83,< 0.5,Two Story,"Walk-Up Access, Full, Finished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Landscaped, Playground Nearby, Quiet Area, School Bus Route, Shopping Nearby, Trails",Asphalt Shing,Municipal,6.0
209,https://www.royallepage.ca/en/property/ontario/london/5-2835-sheffield-place/20198533/mls40457579/,"$1,365,000",6,5+0,2591 Square Feet,39.83 Feet,R6-2,Sewer (Municipal),2nd Level,2nd Level3.89 X 3.07,2nd Level5.49 X 4.11,Main Level5.44 X 4.11,< 0.5,Two Story,"Walk-Out Access, Full, Finished, Sump Pump","Concrete, Stone, Other",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Airport, Cul-De-Sac, Dog Park, Highway Access, Hospital, Library, Major Highway, Place of Worship, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
210,https://www.royallepage.ca/en/property/ontario/london/1171-sunningdale-rd-e/20191057/mlsx6693600/,"$1,350,000",2+2,2,,,,,,,,,,,,,,,,,,,10.0
211,https://www.royallepage.ca/en/property/ontario/london/3128-turner-cres/20190489/mlsx6693702/,"$949,999",4,4,,32.84 Feet,,,,,,Main Level3.66 m x 3.66 m12.01 ft x 12.01 ftNote:Open Concept,,,,,,,,,,,4.0
212,https://www.royallepage.ca/en/property/ontario/london/360-northbrae-drive/20200686/mls40460360/,"$900,000",5,3+1,2134.63 Square Feet,110.00 Feet,Residential,Sewer (Municipal),Basement Level,2nd Level3.71 X 4.17,2nd Level5.21 X 3.61,Main Level4.62 X 4.22,< 0.5,2.5 Storey,"Full, Partially Finished","Brick, Stucco",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Airport, Hospital, Library, Park, Public Transit, Schools",Asphalt Shing,Municipal,8.0
213,https://www.royallepage.ca/en/property/ontario/london/712-460-callaway-road/20192917/mls40457629/,"$834,900",2,2+0,1560 Square Feet,0.00 Feet,R9-7 (27),Sewer (Municipal),Main Level,Main Level3.66 X 3.05,Main Level5.18 X 3.66,Main Level4.19 X 2.59,,1 Storey/Apt,,Concrete,Central Air,Visitor Parking,"Forced Air, Natural Gas","Urban, Near Golf Course, Greenbelt, Hospital, Landscaped, Library, Playground Nearby, Public Transit, Regional Mall, Schools, Shopping Nearby, Trails",Flat,Municipal,
214,https://www.royallepage.ca/en/property/ontario/london/6481-royal-magnolia-avenue/20202021/mls40452885/,"$764,900",3,2+1,2172 Square Feet,30.00 Feet,R2-1(17),Sewer (Municipal),Main Level,2nd Level3.68 X 3.68,2nd Level4.90 X 4.11,Main Level4.11 X 3.40,< 0.5,Two Story,"Development Potential, Separate Entrance, Walk-Up Access, Full, Unfinished, Sump Pump","Brick, Hardboard, Vinyl Siding","Central Air, Energy Efficient",Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Rectangular, Major Highway, Open Spaces, Park, Playground Nearby, Shopping Nearby, Trails",Shingle,Municipal-Metered,
215,https://www.royallepage.ca/en/property/ontario/london/6493-royal-magnolia-avenue/20202018/mls40452865/,"$749,900",3,2+1,2073 Square Feet,30.00 Feet,R2-1(17),Sewer (Municipal),Main Level,2nd Level3.56 X 3.71,2nd Level4.88 X 3.99,Main Level2.74 X 4.01,< 0.5,Two Story,"Development Potential, Separate Entrance, Walk-Up Access, Full, Unfinished, Sump Pump","Brick, Hardboard, Vinyl Siding","Central Air, Energy Efficient",Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Major Highway, Open Spaces, Park, Playground Nearby, Shopping Nearby, Trails",Shingle,Municipal-Metered,
216,https://www.royallepage.ca/en/property/ontario/london/6489-royal-magnolia-avenue/20202080/mls40452871/,"$749,900",3,2+1,2073 Square Feet,30.00 Feet,R2-1(17),Sewer (Municipal),Main Level,2nd Level3.56 X 3.71,2nd Level4.88 X 3.99,Main Level2.74 X 4.01,< 0.5,Two Story,"Development Potential, Separate Entrance, Walk-Up Access, Full, Unfinished, Sump Pump","Brick, Hardboard, Vinyl Siding","Central Air, Energy Efficient",Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Major Highway, Open Spaces, Park, Playground Nearby, Shopping Nearby, Trails",Shingle,Municipal-Metered,
217,https://www.royallepage.ca/en/property/ontario/london/210-460-callaway-rd/20185048/mlsx6691810/,"$749,000",2,2,,,,,Flat/Apartment LevelMeasurements not available,Flat/Apartment LevelMeasurements not available,,Flat/Apartment LevelMeasurements not available,,,,,,,,,,,2.0
218,https://www.royallepage.ca/en/property/ontario/london/1803-bloom-crescent/20193761/mls40458570/,"$674,900",3,1+1,1258 Square Feet,30.00 Feet,R1-13,Sewer (Municipal),2nd Level,2nd Level2.74 X 3.20,2nd Level3.81 X 3.66,,< 0.5,Two Story,"Development Potential, Full, Unfinished, Sump Pump","Brick, Vinyl Siding",,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Library, Park, Place of Worship, Rec./Community Centre, Schools, Shopping Nearby",Shingle,Municipal-Metered,
219,https://www.royallepage.ca/en/property/ontario/london/624-princess-avenue/20205172/mls40460106/,"$649,900",5,,1500 Square Feet,25.51 Feet,R3-2,Sewer (Municipal),,,,,< 0.5,,"Full, Unfinished",Brick,Central Air,,"Forced Air, Natural Gas","Urban, Rectangular, City Lot, Public Parking, Public Transit, Schools, Shopping Nearby",Asphalt,Municipal-Metered,
